date,aqi,water_quality,temperature,humidity,population_density,traffic_density,industrial_emission,respiratory_cases,water_stress_index,rainfall,urban_expansion_rate,forest_cover_ha,day_of_week,health_risk_label,traffic_status_label
2018-01-01,157.4507122951685,56.624108625128095,25.0,49.275310404834755,1000.0,218.90619634345407,114.81975625380393,47.07008736995275,55.875891374871905,1.1144096698796564,2.4350435500088854,100000.0,0,3,2
2018-01-02,147.93103798368287,59.27540564592216,25.17210179659045,36.181151666532365,1000.1000500250125,221.27248719674262,112.0355220495684,41.861060093226875,53.310645252373064,9.43166574960667,0.113519868115318,100007.50375187595,1,1,1
2018-01-03,159.72533307401164,56.03389839399969,25.344152614525786,34.30845272672815,1000.200100050025,239.9483370519064,118.35966462346687,47.05572513493518,56.6381779132632,3.833525504731008,2.465598455258817,100015.00750375187,2,3,0
2018-01-04,172.86045534987224,58.45418935030405,25.51610149025139,35.65655867393616,1000.3001500750375,268.74328994167644,132.80840609248642,55.43179524255017,54.303861394821645,2.7333175209388583,2.4531079242635934,100022.51125562782,3,1,0
2018-01-05,146.5077093841525,50.52392266323007,25.687897490409174,64.97216167152257,1000.40020010005,192.42439681061222,115.0646644002101,50.34159609039832,62.32002608197452,5.031872869802818,2.4907618972723276,100030.01500750375,4,3,1
2018-01-06,146.51295815201541,61.056463534363445,25.85948972692466,33.099730549739384,1000.5002501250625,231.62078270496974,125.58191138492619,46.80632409992249,51.87328132909889,1.8747390344642327,1.2438116294071233,100037.51875937969,5,1,0
2018-01-07,173.71820724011462,59.994021373809616,26.030827372080655,50.2156124978423,1000.600300150075,206.4894782281164,135.7629754050347,52.624078214393236,53.02139231223071,2.36256104236714,2.413141527090399,100045.02251125562,6,0,2
2018-01-08,161.546538446048,55.90054984115729,26.201859673573033,75.19198211485376,1000.7003501750876,229.7221166217958,113.3809736891425,55.954020385336534,57.20037999562922,3.389710996797034,1.0494380364395857,100052.52626313157,0,1,2
2018-01-09,142.99790422098073,63.28022033816002,26.3725359695442,47.66088999092268,1000.8004002001001,204.7313794824402,125.79900184173619,41.33518890103661,49.90604764661208,2.1294716361763224,0.16310665760412812,100060.0300150075,1,0,1
2018-01-10,158.1834231650451,64.66984168363055,26.542805703589732,75.79848463080779,1000.9004502251125,249.94167126899242,118.17583719588569,52.609623641348065,48.60156116816432,4.695300129856938,0.6384332472922348,100067.53376688344,2,1,2
2018-01-11,143.0987596203193,51.94219067315262,26.71261843973383,74.72802229242332,1001.000500250125,215.10075648401633,113.89180342520916,41.489313894339396,61.41411854671429,3.0074278457944787,2.368710987849723,100075.03751875937,3,3,1
2018-01-12,143.06908121020305,56.16436510166618,26.881923877369054,44.74962795799298,1001.1005502751376,186.49236073817883,118.92063003756957,45.07583915311538,57.276596837018346,4.67200163892725,0.13303526400495996,100082.54127063532,4,2,2
2018-01-13,153.689464088498,56.1302762450605,27.050671866155977,73.72933080556473,1001.2006003001501,210.8343336164067,124.94767545482624,45.53902640259714,57.39505968801749,4.982842362667768,1.41038592501514,100090.04502251126,5,1,0
2018-01-14,121.36582884639117,55.274471487952425,27.218812420878336,74.86659829632605,1001.3006503251626,186.02234346053487,108.0344585523277,36.130487740653294,58.33493472248674,6.985543292309046,0.28144381334722973,100097.54877438719,6,1,2
2018-01-15,124.19626752981327,64.11936020265523,27.38629573624926,53.847235540021614,1001.400700350175,184.71305445742877,104.14704545777822,35.37194767163293,49.573787665469396,2.600571590371798,0.7873517882261883,100105.05252626314,0,0,1
2018-01-16,141.6407245801448,59.000854298632234,27.553072201664204,42.62522902449109,1001.5007503751876,200.87860467750224,104.69948386714476,49.2164875299469,54.77568180219987,1.4069668614068493,0.31142284170852796,100112.55627813906,1,3,0
2018-01-17,134.88757321499367,58.645409785442936,27.71909241589622,61.27624841351215,1001.6008004002001,192.71468403225091,129.69568031191156,36.801641773955424,55.21413642250518,7.923901572933493,2.1628686906713352,100120.06003001501,2,0,1
2018-01-18,154.79875251018973,49.94667116946198,27.884307201729197,85.28385528001178,1001.7008504252126,246.12148870847037,125.78233664153413,42.738464490313376,63.99548243140262,0.6415979930892475,1.518569703154494,100127.56378189095,3,3,0
2018-01-19,136.46968388969307,63.14107214204163,28.04866762052476,68.37700394592372,1001.8009004502251,194.35067437715531,107.7023448455394,51.54587299613347,50.883261668220754,15.015502690748493,2.265055517723951,100135.06753376688,4,3,0
2018-01-20,128.91049200373251,53.76568901622789,28.212124986718486,40.37534985763567,1001.9009504752377,191.6039131250173,112.76764783354173,43.56238542439141,60.34037347713135,2.029844279089326,1.752047678896548,100142.57128564281,5,0,2
2018-01-21,172.08478155883583,60.25964314132664,28.374630882241178,70.9654154840112,1002.0010005002501,301.5259040998646,140.1623347063694,39.69986597418557,53.92767229979395,3.0317897132062006,2.4304699149882394,100150.07503751876,6,2,2
2018-01-22,146.7184080189651,61.34486367928571,28.53613717086087,55.632181636910076,1002.1010505252626,191.6039592907692,121.36700834456536,41.18922870963751,52.923204906144726,1.2150647724245602,1.323706371424976,100157.5787893947,0,3,0
2018-01-23,151.1229780978326,66.75927096818775,28.696596012441372,65.49172784132239,1002.2011005502751,189.64761251525573,145.82022246427294,36.276946741539504,47.58902703803294,3.602756918721668,1.632905396230899,100165.08254127063,1,2,2
2018-01-24,128.74383473556253,53.409874992898686,28.85595987711311,74.04384210138647,1002.3011505752877,208.78754539931592,100.24385350589957,33.86969695359248,61.01810494565787,2.1162614139334632,1.4831411677337358,100172.58629314658,2,0,2
2018-01-25,141.95431916213727,44.85441520888987,29.014181559352057,60.89684109086669,1002.4012006003002,199.35861751732384,110.38584638953587,26.89372241747098,69.65267557078616,1.25313797108287,1.2622250306718705,100180.09004502252,3,2,1
2018-01-26,151.78890137691363,60.86922271126222,29.17121419196257,78.83903847439852,1002.5012506253127,221.31860151051805,122.59690622165554,44.85172252460437,53.71638438471906,0.9986002303377277,2.1303024770152303,100187.59379689845,4,3,2
2018-01-27,132.86516137118173,68.95052989454777,29.327011259960035,73.32933475899767,1002.6013006503251,183.67461449415032,117.00728845275577,34.14983931554796,45.712975735432245,1.749631256230264,1.6468603256088645,100195.09754877439,5,0,0
2018-01-28,155.77053780895196,66.14070475119043,29.481526614349185,66.90440040111065,1002.7013506753377,228.45980389807767,109.55108994525759,47.03068762666778,48.60005855598416,5.355928029859051,2.0231494356531345,100202.60130065033,6,2,2
2018-01-29,141.13048968623545,60.99226906236613,29.634714485793967,39.04756894994109,1002.8014007003502,243.66649677127998,93.24883283422331,34.213540611458015,53.825088180530855,4.724773432969197,1.9872734478457916,100210.10505252625,0,0,0
2018-01-30,145.76966628936896,57.483790057332506,29.78652949817502,80.1569466546941,1002.9014507253627,234.69706860641583,110.7445803252937,44.14545915267088,57.40947469175501,1.4816051490503186,0.5585083855727088,100217.6088044022,1,0,0
2018-01-31,141.12447585407782,63.975582968179054,29.936926682030595,86.15433511918897,1003.0015007503752,228.93118401885627,96.56035109266938,40.26276136562171,50.99288037283624,2.5100725651185303,1.660392478042345,100225.11255627814,2,2,1
2018-02-01,177.93925030640344,55.070237985969904,30.085861487877082,38.21790742855769,1003.1015507753878,238.58433434375223,138.10308676986637,60.89153991786401,59.97269275796864,6.250951591509494,0.5791552460352019,100232.61630815407,3,3,0
2018-02-02,149.957621668951,62.3177568307731,30.233289799405107,59.29446776600584,1003.2016008004002,201.9133577723691,124.9910942964537,52.04407080941342,52.79888806892946,2.5855756543559196,1.49996914778505,100240.12006003,4,3,0
2018-02-03,134.29941860693214,62.46131777932488,30.379167946547327,45.53332451823027,1003.3016508254127,144.66755472068968,98.53204625002307,44.21655359713105,52.728266193948784,8.060683754899943,1.7258432426711212,100247.62381190596,5,3,1
2018-02-04,162.5082587240691,65.23301552048589,30.523452718414028,75.27139844553388,1003.4017008504252,227.57477166444858,115.73834121144185,47.119408713914666,50.028710838721125,12.707888261166667,2.4933641718102084,100255.12756378189,6,3,0
2018-02-05,131.86243279420657,73.72826517704664,30.666101376092715,73.29777816028201,1003.5017508754377,216.927712919023,106.18331785251874,49.48563181456343,41.60478551099972,1.766609348320442,0.17330074755937208,100262.63131565783,0,1,1
2018-02-06,153.31304397009382,61.89004381788483,30.80707166530792,38.45310723422392,1003.6018009004503,240.30849627010815,131.27587002222677,38.22873680182904,53.51349201476913,1.9623186856516828,0.3189817458729302,100270.13506753377,1,0,0
2018-02-07,120.79004068807652,57.38114485295325,30.946321828937414,82.62163627569822,1003.7018509254627,176.75479577307232,79.6822981652951,29.21921905860464,58.09201606151546,8.869827133158084,0.2848640712909556,100277.63881940971,2,0,2
2018-02-08,130.2673043140473,59.796090420030524,31.08381061938119,40.85838383868014,1003.8019009504752,194.95495079670988,112.41616743429768,38.66127579476886,55.74581488966007,2.5503920911171383,1.056067087040176,100285.14257128564,3,1,1
2018-02-09,153.14801608681123,51.07658145604466,31.219497310779502,77.83554153888645,1003.9019509754877,215.9443132787087,130.69147490683224,57.214595370648965,64.53316719934509,6.546864428296591,2.071812067565953,100292.64632316158,4,0,1
2018-02-10,161.27709874995617,56.446394324544706,31.35334171107635,57.41882157768029,1004.0020010005003,246.01082577296992,138.56253002153122,47.37143509063641,59.23027653099347,3.819164695349507,2.1257351986891257,100300.15007503753,5,0,0
2018-02-11,152.7756267691252,57.87154678892422,31.485304173924888,49.69633761348908,1004.1020510255128,244.4810057433001,134.40530356401703,44.916461814691154,57.87110529803822,2.8208158372492096,1.8687510297307641,100307.65382691345,6,2,1
2018-02-12,148.47538081670265,57.295515989316534,31.615345610431127,39.49435576045281,1004.2021010505252,190.3953354768445,140.80044389995828,37.33306246445175,58.51215681589903,5.164220642787575,2.2525077803918743,100315.1575787894,0,1,0
2018-02-13,145.69855211993755,60.675731338657855,31.743427500732555,40.05685536879776,1004.3021510755377,224.5407819366533,112.99792120975948,48.43921356233316,55.19598241170842,8.947377242995065,0.874863866006686,100322.66133066533,1,0,1
2018-02-14,128.0422801995161,55.79985631607799,31.869511905408192,69.71343328205401,1004.4022011005503,210.71211771836752,103.52953996039147,43.1785653315016,60.1348996366261,7.258369093701453,0.3115711462055179,100330.16508254127,2,0,1
2018-02-15,139.4274494303575,65.5151083141111,31.993561476716707,63.02582327682723,1004.5022511255628,200.83916836626886,107.37757521180576,45.773610836106805,50.48167242424725,3.1686258646866743,0.23956726717564028,100337.66883441721,3,1,2
2018-02-16,143.32053349313196,59.90898930157948,32.11553946965928,37.32512529907396,1004.6023011505753,228.9948124821096,114.67619524206368,39.850056683702775,56.14878043325016,3.8995168821392867,2.145118527086527,100345.17258629315,4,1,0
